timestamps,actual_open,actual_high,actual_low,actual_close,actual_volume,predicted_open,predicted_high,predicted_low,predicted_close,absolute_close_error,percentage_close_error,rolling_20_mae,rolling_20_percentage_error
2022-02-02,1090.1733881906252,1090.1733881906252,1075.725349000261,1079.552490234375,10017691,1101.8452,1108.1488,1088.1617,1093.8632,14.3106689453125,1.325611220831476,23.165509905133927,2.1397779942670443
2022-02-03,1083.3795890325775,1087.6596951339798,1063.0888887078768,1065.6025390625,9572839,1092.2238,1101.8777,1033.9027,1092.3705,26.7679443359375,2.512000802802845,23.405672200520833,2.164592848169431
2022-02-04,1060.2808911532845,1063.6551874088461,1051.2678326966015,1055.8875732421875,11061241,1088.8625,1105.738,1078.3591,1094.5844,38.69677734375,3.664857729590324,24.361366271972656,2.2583594032582366
2022-02-07,1060.7335738172528,1067.436760216514,1043.975547918948,1049.4559326171875,10714467,1096.3228,1100.4679,1091.622,1095.4701,46.01416015625,4.3845728749655555,25.635060029871322,2.3834307839469027
2022-02-08,1055.5932232086295,1068.8863882514995,1046.2404110052712,1067.0972900390625,12060849,1109.3013,1122.5487,1104.8229,1111.9299,44.8326416015625,4.201364019949985,26.70159233940972,2.4844270748359625
2022-02-09,1073.9363098694528,1081.2056742872649,1067.9805561051007,1079.5299072265625,11486225,1113.8046,1128.4623,1106.3613,1118.4824,38.9525146484375,3.608284901389256,27.346377724095394,2.54357748675982
2022-02-10,1085.0555521861236,1085.0555521861236,1071.1963296372755,1078.42041015625,12464491,1118.334,1128.54,1107.0486,1116.9117,38.4913330078125,3.569232615157532,27.90362548828125,2.594860243179706
2022-02-11,1074.887506839841,1079.982854527415,1061.6849113374171,1076.314208984375,15943370,1112.6871,1134.4165,1105.5719,1122.2239,45.90966796875,4.265452187244745,29.88919677734375,2.7811436736208446
2022-02-14,1059.9412213800138,1066.599124811997,1047.5991516117767,1059.1712646484375,10719633,1121.8264,1133.0029,1111.4752,1122.3486,63.1773681640625,5.964792500770163,32.174688720703124,3.003434778098786
2022-02-15,1064.9004831978962,1097.8277206759533,1057.8803043046898,1095.1328125,11212671,1121.6635,1127.8914,1106.4587,1113.8292,18.6964111328125,1.7072277370752693,32.86000366210938,3.0672118797947805
2022-02-16,1100.5904953127101,1101.9492706042658,1085.16871921443,1092.8682861328125,10392840,1117.3356,1136.8269,1110.782,1128.2264,35.358154296875,3.2353536785290196,33.774468994140626,3.154258328201316
2022-02-17,1096.1065786813085,1111.8681080705421,1091.5321231787168,1106.704833984375,12853252,1128.9478,1133.5696,1110.4153,1117.1604,10.45556640625,0.9447475139877827,34.265203857421874,3.198689988321384
2022-02-18,1107.112541400613,1112.5475227496659,1096.1292475949579,1098.05419921875,6775458,1115.601,1122.9987,1106.9603,1112.4343,14.380126953125,1.3096008342171321,34.111322021484376,3.186378162849014
2022-02-21,1092.4380298945582,1103.9875007758346,1080.0281530233087,1086.957763671875,11107193,1090.7787,1101.6503,1065.6456,1089.5803,2.62255859375,0.24127511494933157,33.80556640625,3.1595131014606004
2022-02-22,1065.6705251768456,1085.146105195485,1063.066305633856,1082.0208740234375,13494914,1087.7007,1099.4469,1076.7598,1087.955,5.93408203125,0.5484258366647243,32.60616455078125,3.048019356668556
2022-02-23,1087.5012562225045,1089.9696221846223,1072.5096827529123,1075.249755859375,7310110,1091.4634,1110.0,1086.3899,1103.4344,28.1846923828125,2.6212228581522776,32.080572509765624,2.9990777785427403
2022-02-24,1043.975778151862,1059.7827129241718,1016.0760782454672,1021.6695556640625,24846650,1100.844,1103.5829,1092.8473,1099.3547,77.6851806640625,7.603748221074167,32.445928955078124,3.0469695434909054
2022-02-25,1032.698202879161,1045.3119804850721,1030.954508957098,1034.4420166015625,14570089,1095.5142,1121.4998,1034.3655,1046.3018,11.8597412109375,1.1464868035716624,30.148712158203125,2.831104351122428
2022-02-28,1015.894992677199,1072.2152872381166,1015.894992677199,1068.6824951171875,21297446,1074.3643,1098.552,1046.3589,1072.893,4.21044921875,0.3939850458847741,29.57796630859375,2.778526440545027
2022-03-02,1057.3142599474093,1087.4560239699686,1054.9364629191114,1086.3463134765625,21471786,1087.6637,1096.0502,1072.5717,1076.8336,9.5126953125,0.875659556670943,28.80263671875,2.7061951026739486
2022-03-03,1087.002981514595,1093.7288113845136,1073.4381104672327,1077.1746826171875,10186748,1076.9058,1084.9775,1062.0298,1073.8539,3.32080078125,0.30828804601882437,28.253143310546875,2.655328943933316
2022-03-04,1065.7157207883167,1070.8337101992126,1050.9280486616494,1053.283203125,10805667,1081.4457,1091.4408,1078.5107,1085.6309,32.34765625,3.07112618467923,28.53212890625,2.683285213027135
2022-03-07,1032.0640445664155,1047.1915918601796,1006.3836454479082,1014.3323974609375,17983310,1078.0525,1083.0177,1060.1265,1066.3506,52.0181884765625,5.128317759225052,29.198199462890624,2.7564582145088714
2022-03-08,1001.6280233273343,1017.253760796074,987.3611211647836,1012.498046875,21289374,1067.7543,1071.5381,1043.8162,1049.2598,36.76171875,3.630794040883566,28.735577392578126,2.7187692728047717
2022-03-09,1012.7244638561707,1072.05665089973,1011.8864606126765,1066.2139892578125,20414228,1049.973,1063.0706,1041.7472,1057.364,8.8499755859375,0.8300374666907094,26.936444091796876,2.550202945141808
2022-03-10,1087.0029472759036,1089.267532756051,1068.8862634347242,1083.4927978515625,17980493,1058.2001,1072.4557,1052.1486,1067.4124,16.0804443359375,1.4841302469036353,25.792840576171876,2.4439952124175273
2022-03-11,1076.1555181267943,1091.9850941858494,1076.1555181267943,1086.617919921875,12257423,1067.5914,1075.4181,1069.8634,1072.2605,14.357421875,1.3212944137744627,24.58614501953125,2.3315983023483735
2022-03-14,1081.0697243173254,1098.0541754406872,1075.2270625884603,1095.5404052734375,8340678,1054.6293,1084.8313,1054.4385,1080.5443,14.99609375,1.3688307321040436,23.04046630859375,2.1867672295913385
2022-03-15,1099.6620420875429,1099.6620420875429,1060.2128731362302,1070.4488525390625,15925769,1071.5657,1130.0657,1057.2957,1123.7288,53.2799072265625,4.977342644647117,22.54559326171875,2.137394736785186
2022-03-16,1078.8504605069668,1090.5810688907009,1076.6311594559988,1088.520263671875,11149828,1124.923,1154.0886,1134.6874,1162.5067,73.9864501953125,6.796975000330822,25.31009521484375,2.391882099947964
2022-03-17,1101.8361008572806,1131.1172183134404,1093.8420644373464,1124.0064697265625,21422098,1153.4043,1171.8048,1121.8202,1145.6171,21.610595703125,1.9226397965825073,24.62271728515625,2.3262464058506382
2022-03-21,1106.9315283978274,1125.0482148088292,1104.6669425964524,1117.52978515625,11999466,1146.9116,1159.895,1135.0562,1149.4982,31.9683837890625,2.860629239031223,25.698358154296876,2.42204049210281
2022-03-22,1114.2232739689239,1148.124249688356,1111.2794206216663,1146.4031982421875,22557065,1146.5167,1174.4153,1135.432,1167.5438,21.140625,1.8440828700072993,26.036383056640624,2.4487645938923186
2022-03-23,1142.7120228084564,1161.666592238369,1142.7120228084564,1150.0491943359375,15462187,1173.6548,1201.3156,1163.6134,1189.9568,39.9075927734375,3.470077016703706,27.900634765625,2.6102046889800374
2022-03-24,1136.823891628139,1170.407753742212,1136.823891628139,1167.9166259765625,13168266,1180.2314,1188.8839,1157.7913,1172.3308,4.4141845703125,0.3779537402014074,27.824639892578126,2.6016810841568714
2022-03-25,1169.6603458567138,1184.8330546330317,1167.1692182902332,1175.706787109375,14222488,1179.8638,1197.5859,1158.5585,1166.2385,9.46826171875,0.8053250880713998,26.888818359375,2.5108861956528274
2022-03-28,1182.1157391354113,1191.0608703717303,1171.472198621402,1187.5281982421875,9891424,1175.0966,1191.6057,1167.5482,1182.5417,4.9864501953125,0.41990162445772516,23.2538818359375,2.1516938658220055
2022-03-29,1194.7974641560254,1194.7974641560254,1180.9382429362058,1187.7999267578125,8684065,1187.476,1202.2505,1175.494,1189.0546,1.254638671875,0.10562710466733474,22.723626708984376,2.0996508808767893
2022-03-30,1195.6580225208536,1217.4433519238278,1185.3314742474283,1210.626953125,15811550,1191.437,1204.7642,1179.7383,1193.265,17.3619384765625,1.4341278650492626,23.381201171875,2.1516580218350136
2022-03-31,1207.0036419353132,1209.1550162306944,1190.5400818204482,1193.325439453125,13223718,1207.3341,1226.7562,1191.462,1206.7635,13.4381103515625,1.1261060819855557,23.577471923828124,2.164180348100744
2022-04-01,1193.8916640782966,1207.094259791017,1187.55087204633,1202.882080078125,7922880,1211.4215,1227.0886,1200.4036,1215.6642,12.7821044921875,1.0626232366315844,24.050537109375,2.2018971076313822
2022-04-04,1202.7009276541294,1211.555489970758,1196.45070474843,1206.4375,7929162,1218.5133,1224.7689,1196.01,1205.0264,1.4111328125,0.11696692224006631,22.5037109375,2.054189144509424
2022-04-05,1200.7307025551163,1209.2456310104756,1186.9620503043643,1189.3851318359375,13149870,1206.9944,1222.8562,1195.2388,1210.4868,21.1016845703125,1.7741675093701477,20.9578857421875,1.8864816320166788
2022-04-06,1171.744039651222,1193.2122590361132,1171.744039651222,1186.2147216796875,12257215,1080.0789,1116.352,972.4414,1072.2997,113.9150390625,9.603239361352351,24.8155517578125,2.185103898040118
2022-04-07,1175.3672812713683,1180.3041331292436,1162.6402930619627,1165.2899169921875,15496499,1055.9828,1064.7255,963.91797,995.26733,170.0225830078125,14.590582182901732,32.87418212890625,2.873131133850669
2022-04-08,1159.4698932414146,1188.9096265891387,1159.4698932414146,1184.6748046875,15152495,1019.9306,1021.0586,1000.2211,1000.59393,184.08087158203125,15.538514945507693,41.27420349121094,3.575850368780872
2022-04-11,1177.5865608022991,1195.0466201854251,1169.8869936426172,1182.2064208984375,9254209,994.5149,987.5182,982.4259,972.34204,209.8643798828125,17.751923536612377,51.04955139160156,4.397381824922768
2022-04-12,1171.698565177911,1178.7641486995603,1157.3863798447205,1159.9454345703125,13217742,979.8391,988.1511,973.56006,979.45996,180.4854736328125,15.559824475680713,59.32402038574219,5.1069315121016015
2022-04-13,1166.0371790472568,1174.2349955581562,1152.9025109003892,1155.68798828125,10354235,973.6625,978.82306,956.37866,962.17065,193.517333984375,16.744773325210016,66.33589172363281,5.695303046129746
2022-04-18,1147.2410619855225,1159.3792305452218,1142.1683569783831,1152.1551513671875,9974224,960.58826,965.99036,948.9227,953.7848,198.370361328125,17.217330590652814,72.55508728027344,6.216320825645846
2022-04-19,1158.5639783200388,1208.3849780863475,1155.416224906424,1196.0655517578125,26141820,953.0243,958.75555,924.9011,934.68146,261.38409423828125,21.853659597012463,84.54376220703125,7.212871815667343
2022-04-20,1203.4480134153682,1238.2774374324342,1199.824653071556,1231.2344970703125,25072240,943.36664,956.17444,940.8365,952.02423,279.21026611328125,22.677261462187275,96.90585632324219,8.203703426825147
2022-04-21,1245.9319403276972,1263.1880996959114,1237.3717275306717,1260.06298828125,21708633,948.59467,957.013,939.49304,945.5787,314.48431396484375,24.957824877771102,111.57304077148437,9.359390527213336
2022-04-22,1249.5552942902013,1269.0760391912017,1242.8973909745034,1249.510009765625,15054154,948.8478,961.9098,925.42017,945.4601,304.0499267578125,24.333532695335848,124.78015747070313,10.402563311144943
2022-04-25,1242.0821076628993,1249.3287095526507,1206.414795351199,1220.61376953125,17063215,948.2333,961.6232,941.9012,952.5299,268.0838623046875,21.963037694359226,137.96364135742186,11.481817508852835
2022-04-26,1227.4074011312523,1265.9054714118893,1226.3657374070801,1257.1414794921875,12227666,958.13,972.69464,955.44495,966.20624,290.93524169921875,23.142601405272202,152.0369903564453,12.598681324712874
2022-04-27,1248.1739283672139,1280.851985416539,1247.811532355269,1258.3646240234375,19338945,968.6946,981.008,960.4852,969.92883,288.435791015625,22.921479633891295,166.20945739746094,13.723760225184554
2022-04-28,1272.676636154816,1291.2689267231667,1261.874481071713,1277.1605224609375,25614076,968.8433,973.5741,961.12366,964.696,312.46453857421875,24.4655650624196,181.76995239257812,14.941757123072165
2022-04-29,1293.6015662528664,1293.6015662528664,1257.8889681093667,1263.7542724609375,18214862,967.32416,973.2073,960.3722,964.99603,298.75823974609375,23.64053251937301,195.8397674560547,16.052077355788352
2022-05-02,1250.9594824534263,1270.6613674733937,1249.1703841481763,1259.3157958984375,9467006,966.91956,966.295,963.7817,959.0692,300.24658203125,23.84204049604922,210.18019104003906,17.187874076491536
2022-05-04,1261.3764403153348,1263.6410258882418,1212.1442565160846,1220.0023193359375,19247660,982.0911,974.94684,975.9984,962.89703,257.10528564453125,21.074163677367178,222.39635009765624,18.188451098528315
2022-05-05,1233.5218443509423,1236.4658174286478,1192.079918457506,1196.11083984375,17210669,946.9061,980.89795,945.85986,983.18896,212.921875,17.801182625166607,232.97188720703124,19.072661883674645
2022-05-06,1183.112189870724,1204.3087009820067,1174.6651887519583,1186.9393310546875,19649948,1010.1613,1034.79,1010.4848,1030.3341,156.605224609375,13.194037851135922,239.74706420898437,19.64365540076293
2022-05-09,1166.2410086662385,1176.2732081933118,1135.4652620079833,1140.583251953125,18083752,1031.6383,1055.6421,1021.1126,1042.92,97.6632080078125,8.562567251498288,238.93447265625,19.591621795270232
2022-05-10,1130.0301899582084,1144.3423749690376,1113.2721615832613,1120.813232421875,19511677,1021.88367,1029.3977,927.9164,979.0101,141.80316162109375,12.651810089240534,237.52350158691405,19.494683190587168
2022-05-11,1119.9075231154202,1125.478478168712,1096.9445548183617,1109.3319091796875,16643899,972.1909,994.75543,964.999,974.29504,135.036865234375,12.17280996940132,235.07130126953126,19.32639794178185
2022-05-12,1099.458311385817,1102.787203178042,1073.4155164726255,1086.7313232421875,20490321,966.4356,961.01965,962.979,951.9094,134.8218994140625,12.406185091990421,231.31917724609374,19.059111019550752
2022-05-13,1098.7789520224087,1122.3306194635952,1093.9553113783713,1099.0506591796875,19308778,922.3132,979.27893,928.0782,974.7904,124.26025390625,11.30614434088013,228.50791625976564,18.84642701281072
2022-05-16,1102.60611718799,1123.689419002713,1094.544153545097,1099.322509765625,13437911,983.5824,1000.8271,977.9508,992.8916,106.430908203125,9.681499947255334,224.15359497070312,18.49326334391299
2022-05-17,1102.9003909379085,1150.366239393939,1101.496331090796,1145.497314453125,16551828,990.4143,992.3778,980.71857,982.0856,163.4117431640625,14.265571913809099,222.4056640625,18.345675410070804
2022-05-18,1150.2530031709177,1163.9990123371506,1136.0313867118257,1149.6641845703125,17276788,984.80664,993.2809,978.338,983.5434,166.12078857421875,14.449505412426713,217.6424987792969,17.975467700841516
2022-05-19,1125.0481241931686,1137.956250241304,1116.918234266966,1123.16845703125,14699118,980.2466,997.6559,929.0043,1000.8803,122.28814697265625,10.88778323564101,209.79639282226563,17.385993789514202
2022-05-20,1137.956229855782,1197.6961004424857,1133.2006360812218,1188.660400390625,21793091,1015.524,1029.6079,1014.26306,1024.153,164.5074462890625,13.839734732897726,202.29754943847655,16.830089282270535
2022-05-23,1191.8534622113486,1201.8403770570499,1174.4161648907582,1180.7117919921875,15252755,1037.1895,1032.7526,1030.0698,1020.9396,159.772216796875,13.531855773820558,195.0836639404297,16.290005436194768
2022-05-24,1180.756858044971,1194.7972144323683,1176.5446792485677,1184.76513671875,13527818,1018.2765,1022.34796,1013.2738,1017.6539,167.11126708984375,14.105012201208458,190.0350341796875,15.897104161537232
2022-05-25,1193.4387237828619,1203.2670225299603,1178.2658929997126,1183.0216064453125,12714544,1020.30505,1021.96497,1007.81287,1009.04504,173.9765625,14.70611876842694,184.18710021972657,15.475280029694966
2022-05-26,1188.637781781663,1193.3934954511844,1154.0348942869591,1171.7440185546875,17882023,1012.531,1024.9133,1011.2905,1021.9318,149.81219482421875,12.785402993480416,177.25592041015625,14.968476197674423
2022-05-27,1174.4387272800036,1179.9189929679753,1150.4567396045152,1166.308837890625,16521973,1025.9424,1033.7347,1023.6147,1032.2308,134.0780029296875,11.49592617099427,168.3365936279297,14.319994253103157
2022-05-30,1184.3802630005096,1211.1024440039564,1174.959644745959,1206.9356689453125,13853398,1041.6595,1047.1448,1033.1637,1039.2963,167.639404296875,13.8896718864368,161.78065185546876,13.832451221456347
2022-05-31,1196.3373846577454,1213.2765527152142,1184.697464521731,1192.3743896484375,70620653,1047.6378,1064.0936,1033.6504,1038.4572,153.917236328125,12.90846546725197,154.4641845703125,13.285772470016486
2022-06-01,1193.1215535044294,1202.587575606305,1184.9237375655662,1192.75927734375,9776989,1036.7616,1039.6498,1022.48193,1028.2615,164.497802734375,13.791366444091565,149.83381042480468,12.921632608352704
2022-06-02,1192.98576447725,1237.5755649319342,1192.98576447725,1233.88427734375,22126569,1033.1887,1047.4895,1025.3728,1046.6641,187.22021484375,15.173239361375861,148.5487274169922,12.790235445163166
2022-06-03,1242.8068535360608,1276.0283243723425,1241.9009234208313,1258.8853759765625,23939791,1047.4694,1052.5114,1042.1545,1049.088,209.79736328125,16.66532690623264,151.20833435058594,12.963799897918003
2022-06-06,1259.1119042533815,1274.5110388345443,1246.3395117355965,1253.4730224609375,11093152,1045.3798,1050.3312,1025.1324,1041.938,211.5350341796875,16.87591439059309,156.90192565917968,13.379467254872742
2022-06-07,1254.5373984290559,1264.1392757142605,1246.452912224144,1255.8282470703125,12358255,1041.7577,1066.5431,1036.6891,1060.8884,194.9398193359375,15.522808934319427,159.5587585449219,13.523017197126686
2022-06-08,1255.8281557796806,1259.564728048269,1230.260968517713,1233.7711181640625,12479250,1061.0657,1070.0627,1055.6816,1065.5933,168.1778564453125,13.631203873176483,161.21580810546874,13.595936892315445
2022-06-09,1227.4075206691546,1269.5288357275542,1227.4075206691546,1267.60400390625,17278305,1052.4714,1088.3949,1046.178,1053.7971,213.806884765625,16.867009263678362,165.16505737304686,13.818978100899844
2022-06-10,1255.4432409626409,1263.5957731905057,1223.5577842447772,1229.33251953125,18093057,1052.6307,1079.1744,1030.5162,1078.6082,150.724365234375,12.260666893595792,166.48826293945314,13.866704228535625
2022-06-13,1200.232652493234,1210.5590824670344,1184.9692504760867,1206.0751953125,17620803,1089.5802,1100.1486,1057.453,1060.9014,145.173828125,12.036880344544748,168.42540893554687,13.984473248400098
2022-06-14,1200.2552293704455,1210.1288135182253,1183.6783373201108,1190.3135986328125,14714312,1068.5757,1089.8348,1064.0438,1083.9293,106.38427734375,8.937499955133033,165.57403564453125,13.718069650466294
2022-06-15,1185.5352852287417,1194.4804162045639,1170.5210697144335,1175.9107666015625,11195535,1098.8575,1121.8593,1093.688,1118.8542,57.0565185546875,4.852112947276053,160.12082214355468,13.238200027208759
2022-06-16,1188.0037758538701,1204.3314838613276,1156.7524198124486,1159.469970703125,17111475,1116.5029,1126.5048,1103.3915,1115.8182,43.6517333984375,3.7648006849169406,156.18900146484376,12.882050899672558
2022-06-17,1159.4697388409886,1188.8414216894157,1157.7034029954712,1173.0572509765625,24457187,1120.1824,1110.6816,1096.8888,1092.6324,80.4248046875,6.855999962537794,151.98486938476563,12.53286416115456
2022-06-20,1179.8510396489687,1185.3314250139977,1141.8512172581657,1151.7928466796875,12066797,1026.7645,1062.0803,1037.3544,1071.3508,80.4420166015625,6.984069820667443,148.018359375,12.205474863496905
2022-06-21,1159.4697654774316,1174.597191210546,1145.1122963870148,1170.3851318359375,11720049,1071.2607,1084.666,1055.5143,1076.569,93.816162109375,8.015836800849414,144.35360412597657,11.901016093478953
2022-06-22,1158.6095110793892,1158.7000801408756,1132.7478510128988,1134.831298828125,10617206,1093.7903,1131.3345,1079.4496,1099.3555,35.475830078125,3.1260884428160245,137.4285675048828,11.322014577198406
2022-06-23,1139.1111811125647,1143.6177098347453,1107.3842221697334,1116.419921875,19446323,1104.193,1115.164,1094.3076,1104.4155,12.00439453125,1.075258000689285,130.53817749023438,10.73650732755885
2022-06-24,1123.2365200121847,1137.2768791745684,1117.8014186070498,1132.3175048828125,14240234,1099.8322,1127.7812,1079.8073,1106.5321,25.785400390625,2.2772235066076827,125.12354736328125,10.27557219433952
2022-06-27,1152.6534598644344,1152.6534598644344,1123.9383995696694,1128.9658203125,15474529,1114.8756,1119.1329,1106.4113,1108.7053,20.260498046875,1.7946068589806248,117.75460205078124,9.670818942966712
2022-06-28,1124.1874785863165,1147.6712157735933,1124.1874785863165,1144.8404541015625,13572847,1102.8999,1103.8091,1085.4653,1086.2001,58.640380859375,5.122144369487211,112.99075927734376,9.281502888078474
2022-06-29,1135.555858296585,1176.2279518820312,1132.7477384681235,1168.59619140625,19205146,1059.4758,1082.135,1022.7784,1082.6316,85.964599609375,7.356227946107547,109.06409912109375,8.959745963179273
2022-06-30,1168.5282289340553,1184.7880089664673,1162.1874370508547,1175.616455078125,23112959,1075.3898,1093.1525,1059.4856,1065.6509,109.965576171875,9.353865003919777,105.2013671875,8.668777245306469
2022-07-01,1166.2183382001654,1173.9631898181497,1071.150907551117,1090.943359375,81997149,1072.7671,1082.6106,1066.0851,1075.1677,15.775634765625,1.4460544289542987,95.50028076171876,7.907813621442552
2022-07-04,1077.4691189892487,1106.025565464495,1071.6490989100685,1093.2080078125,41857728,1068.3817,1071.0844,1054.3092,1058.0803,35.127685546875,3.213266395401292,86.67991333007812,7.224681221682961
2022-07-05,1097.4202390673574,1116.3974516386227,1094.7479726674217,1102.0626220703125,17647327,1061.1602,1075.0758,1055.7217,1073.1226,28.9400634765625,2.6259908372716865,78.37992553710937,6.579840316830574
2022-07-06,1096.1064446391106,1106.0026688439268,1081.5678387167336,1092.369873046875,23943726,1077.2334,1090.2115,1073.2771,1085.0436,7.3262939453125,0.6706788722466094,70.33734741210938,5.9318140667840815
2022-07-07,1098.7335863010783,1102.0624779330788,1075.6800503518655,1081.61328125,23301033,1086.7804,1094.2614,1082.2715,1088.3933,6.780029296875,0.6268441239034573,59.98600463867187,5.119805809795336
