timestamp,pred_open,pred_high,pred_low,pred_close,pred_volume,amount,actual_open,actual_high,actual_low,actual_close,close_error,absolute_error,squared_error
2023-10-10,16540.576,16801.527,16472.043,16817.633,291083.34,5.002162e+09,19565.599609375,19717.80078125,19565.44921875,19689.849609375,-2872.216796875,2872.216796875,8249629.328250885
2023-10-11,16748.121,16702.756,16538.19,16504.467,273440.8,4.8136376e+09,19767.0,19839.19921875,19756.94921875,19811.349609375,-3306.8828125,3306.8828125,10935473.93560791
2023-10-12,16494.137,16487.979,16427.49,16383.697,231445.47,4.056221e+09,19822.69921875,19843.30078125,19772.650390625,19794.0,-3410.302734375,3410.302734375,11630164.740085602
2023-10-13,16179.023,16160.519,15965.43,15962.626,238160.23,4.1591844e+09,19654.55078125,19805.400390625,19635.30078125,19751.05078125,-3788.4248046875,3788.4248046875,14352162.500771523
2023-10-16,15923.693,15922.044,15631.379,15658.012,249694.52,4.330243e+09,19737.25,19781.30078125,19691.849609375,19731.75,-4073.73828125,4073.73828125,16595343.584121704
2023-10-17,15793.701,15949.829,15921.463,15871.758,291039.88,4.9590907e+09,19843.19921875,19849.75,19775.650390625,19811.5,-3939.7421875,3939.7421875,15521568.503967285
2023-10-18,16074.734,16136.974,15007.767,15697.146,302223.1,5.0974756e+09,19820.44921875,19840.94921875,19659.94921875,19671.099609375,-3973.953125,3973.953125,15792303.439697266
2023-10-19,15906.708,16097.482,15785.754,15905.342,328394.53,5.6081833e+09,19545.19921875,19681.80078125,19512.349609375,19624.69921875,-3719.357421875,3719.357421875,13833619.631656647
2023-10-20,15954.191,16097.263,15937.934,16024.172,291634.75,5.0000394e+09,19542.150390625,19593.80078125,19518.69921875,19542.650390625,-3518.478515625,3518.478515625,12379691.064914703
2023-10-23,16126.356,16157.147,15889.846,16184.3955,217191.9,3.84411e+09,19521.599609375,19556.849609375,19257.849609375,19281.75,-3097.3544921875,3097.3544921875,9593604.850274086
2023-10-25,15610.649,16283.822,15536.48,16290.481,277610.16,4.7070684e+09,19286.44921875,19347.30078125,19074.150390625,19122.150390625,-2831.6689453125,2831.6689453125,8018349.015847206
2023-10-26,16161.627,16146.1455,16055.887,16051.872,224223.67,3.9488195e+09,19027.25,19041.69921875,18837.849609375,18857.25,-2805.3779296875,2805.3779296875,7870145.328377724
2023-10-27,15957.663,15930.187,15866.986,15865.708,218157.69,3.8271444e+09,18928.75,19076.150390625,18926.650390625,19047.25,-3181.5419921875,3181.5419921875,10122209.448052406
2023-10-30,15796.245,15776.946,15745.327,15711.605,205058.94,3.5897718e+09,19053.400390625,19158.5,18940.0,19140.900390625,-3429.294921875,3429.294921875,11760063.661197662
2023-10-31,15906.714,16000.973,15832.43,15943.936,215675.62,3.837286e+09,19232.94921875,19233.69921875,19056.44921875,19079.599609375,-3135.6640625,3135.6640625,9832389.112854004
2023-11-01,15678.689,15815.823,15121.615,15930.55,215069.12,3.744789e+09,19064.05078125,19096.05078125,18973.69921875,18989.150390625,-3058.6005859375,3058.6005859375,9355037.544297218
2023-11-02,16133.425,16236.891,16011.616,16051.652,222334.19,3.9326592e+09,19120.0,19175.25,19064.150390625,19133.25,-3081.59765625,3081.59765625,9496244.115005493
2023-11-03,16157.668,16152.002,16029.284,16045.831,216537.47,3.8296783e+09,19241.0,19276.25,19210.900390625,19230.599609375,-3184.7685546875,3184.7685546875,10142750.746926308
2023-11-06,16017.504,15994.573,15896.715,15856.287,236364.05,4.1211354e+09,19345.849609375,19423.0,19309.69921875,19411.75,-3555.462890625,3555.462890625,12641316.36661148
2023-11-07,15970.829,16286.467,16001.963,16338.159,257024.12,4.457274e+09,19404.05078125,19423.5,19329.099609375,19406.69921875,-3068.5400390625,3068.5400390625,9415937.971329689
2023-11-08,16236.114,16839.826,16326.81,16742.21,354979.6,5.8163005e+09,19449.599609375,19464.400390625,19401.5,19443.5,-2701.2890625,2701.2890625,7296962.599182129
2023-11-09,16547.445,16639.35,16250.708,16627.54,288443.0,4.9825613e+09,19457.400390625,19463.900390625,19378.349609375,19395.30078125,-2767.76171875,2767.76171875,7660504.931777954
2023-11-10,16380.889,16531.596,16382.875,16547.428,300552.6,5.093194e+09,19351.849609375,19451.30078125,19329.44921875,19425.349609375,-2877.921875,2877.921875,8282434.318603516
2023-11-13,16478.256,16461.105,16441.217,16426.58,219794.78,3.8773883e+09,19486.75,19494.400390625,19414.75,19443.55078125,-3016.970703125,3016.970703125,9102112.223514557
2023-11-15,16426.383,16464.734,16335.02,16335.557,282951.6,4.9675976e+09,19651.400390625,19693.19921875,19579.650390625,19675.44921875,-3339.892578125,3339.892578125,11154882.43341446
2023-11-16,16392.1,16384.969,16232.141,16213.49,246415.55,4.3282463e+09,19674.69921875,19875.25,19627.0,19765.19921875,-3551.708984375,3551.708984375,12614636.709690094
2023-11-17,16382.44,16434.33,16239.3955,16246.355,234105.22,4.066067e+09,19674.75,19806.0,19667.44921875,19731.80078125,-3485.4453125,3485.4453125,12148329.026428223
2023-11-20,16295.424,16354.343,16224.117,16235.519,275192.06,4.7458744e+09,19731.150390625,19756.44921875,19670.5,19694.0,-3458.4814453125,3458.4814453125,11961093.907570839
2023-11-21,15963.132,16726.771,16021.234,16515.457,321797.88,5.4268974e+09,19770.900390625,19829.099609375,19754.05078125,19783.400390625,-3267.943359375,3267.943359375,10679453.80008316
2023-11-22,16546.451,16531.64,16543.691,16504.945,375369.56,6.194947e+09,19784.0,19825.55078125,19703.849609375,19811.849609375,-3306.904296875,3306.904296875,10935616.028690338
2023-11-23,16547.8,16995.012,16238.822,16611.668,346961.25,5.7495276e+09,19828.44921875,19875.150390625,19786.75,19802.0,-3190.33203125,3190.33203125,10178218.469619751
2023-11-24,16163.348,16386.818,15785.143,16507.729,215197.06,3.8057633e+09,19809.599609375,19832.849609375,19768.849609375,19794.69921875,-3286.970703125,3286.970703125,10804176.403202057
2023-11-28,16302.832,16273.947,16196.344,16173.579,198194.92,3.6053432e+09,19844.650390625,19916.849609375,19800.0,19889.69921875,-3716.1201171875,3716.1201171875,13809548.725365639
2023-11-29,16156.477,16103.755,16012.405,15945.626,186765.75,3.381594e+09,19976.55078125,20104.650390625,19956.30078125,20096.599609375,-4150.9736328125,4150.9736328125,17230582.100304604
2023-11-30,16041.018,16078.297,16089.288,16101.945,196319.03,3.47388e+09,20108.5,20158.69921875,20015.849609375,20133.150390625,-4031.205078125,4031.205078125,16250614.381900787
2023-12-01,16170.733,16182.949,16113.869,15997.519,181309.81,3.2461394e+09,20194.099609375,20291.55078125,20183.69921875,20267.900390625,-4270.3818359375,4270.3818359375,18236161.024704933
2023-12-04,16121.667,16363.997,16126.047,16384.527,253643.02,4.4404065e+09,20601.94921875,20702.650390625,20507.75,20686.80078125,-4302.2734375,4302.2734375,18509556.731018066
2023-12-05,16337.069,16209.474,16238.564,16033.886,169073.5,3.0496348e+09,20808.900390625,20864.05078125,20711.150390625,20855.099609375,-4821.2138671875,4821.2138671875,23244103.15316105
2023-12-06,16432.025,16452.51,16131.513,16497.104,195101.28,3.5065692e+09,20950.75,20961.94921875,20852.150390625,20937.69921875,-4440.595703125,4440.595703125,19718890.198612213
