,keltner_channel_position,bollinger_band_percent_b,donchian_channel_position,consecutive_down_days,consecutive_up_days,candle_direction,upper_shadow_ratio
keltner_channel_position,1.0,0.9525418921942522,0.9425296819851835,-0.36519231934156543,0.3676972666729205,0.26629130259607764,0.042493450532566014
bollinger_band_percent_b,0.9525418921942522,1.0,0.9505433739087558,-0.38514248786910027,0.3909648356836622,0.2823124804846317,0.03678496949275298
donchian_channel_position,0.9425296819851835,0.9505433739087558,1.0,-0.37595095329610234,0.38140404757205515,0.28840629120231,0.01865663919978569
consecutive_down_days,-0.36519231934156543,-0.38514248786910027,-0.37595095329610234,1.0,-0.8674790641124689,-0.6650188410864871,-0.1094386053115494
consecutive_up_days,0.3676972666729205,0.3909648356836622,0.38140404757205515,-0.8674790641124689,1.0,0.6476361329245096,0.11411469373739296
candle_direction,0.26629130259607764,0.2823124804846317,0.28840629120231,-0.6650188410864871,0.6476361329245096,1.0,0.13402483802093718
upper_shadow_ratio,0.042493450532566014,0.03678496949275298,0.01865663919978569,-0.1094386053115494,0.11411469373739296,0.13402483802093718,1.0
