feature,RankIC,ICIR,abs_ICIR,verdict,P3_status
keltner_channel_position,-0.040533921760764,-0.2045395970400955,0.2045395970400955,DECENT KEEP,KEEP
consecutive_down_days,0.0319701773113488,0.1832963952944952,0.1832963952944952,WEAK KEEP IF NEEDED,KEEP
candle_direction,-0.0288093966233837,-0.1727018947890949,0.1727018947890949,WEAK KEEP IF NEEDED,KEEP
upper_shadow_ratio,0.0200584991643879,0.1232982428916993,0.1232982428916993,WEAK KEEP IF NEEDED,KEEP
